user_id,topic_id,topic,subject,quiz_accuracy,avg_time_per_question,total_attempts,question_difficulty,videos_watched,articles_read,chatbot_questions,study_duration,daily_streak,ewma_accuracy,prerequisite_mastery,previous_attempt_accuracy,label
U1368,2,Linked Lists,Data Structures & Algorithms,18.1,58.3,4,Easy,0,0,2,32.9,1,9.6,32.0,2.0,Weak
U1330,26,Inheritance,Object Oriented Programming,35.0,56.2,1,Easy,0,1,2,32.6,5,48.9,54.9,57.0,Weak
U1184,26,Inheritance,Object Oriented Programming,44.4,67.8,1,Medium,4,2,1,27.3,4,47.5,48.8,26.4,Weak
U1039,10,ER Model,Database Management Systems,69.1,33.0,2,Medium,2,3,0,76.6,6,66.7,67.2,68.0,Strong
U1597,26,Inheritance,Object Oriented Programming,32.4,60.4,1,Easy,3,1,4,24.6,9,45.3,44.0,51.9,Weak
U1363,11,SQL,Database Management Systems,49.5,51.6,2,Medium,4,4,0,45.1,3,56.9,53.0,63.7,Moderate
U1526,3,Stacks,Data Structures & Algorithms,47.9,41.3,2,Medium,1,3,2,36.8,3,41.3,54.6,29.8,Moderate
U1468,14,DBMS Indexes,Database Management Systems,24.6,72.3,3,Easy,4,1,0,45.6,5,17.3,34.0,13.7,Weak
U1205,18,Deadlocks,Operating Systems,45.4,68.1,1,Medium,2,0,1,52.6,1,56.2,64.8,45.4,Moderate
U1271,12,Normalization,Database Management Systems,77.8,47.9,5,Medium,2,2,1,50.0,7,82.9,78.6,96.0,Strong
U1281,3,Stacks,Data Structures & Algorithms,39.4,51.1,3,Easy,3,2,2,37.6,8,39.6,56.9,32.7,Weak
U1320,6,Graphs,Data Structures & Algorithms,24.5,56.8,3,Hard,2,4,2,42.3,11,36.0,61.5,33.1,Weak
U1016,21,TCP/IP,Computer Networks,23.4,71.6,4,Hard,4,0,4,67.9,11,30.7,40.5,21.1,Weak
U1509,6,Graphs,Data Structures & Algorithms,99.0,37.2,1,Easy,0,1,0,32.1,3,80.2,80.9,74.1,Strong
U1208,12,Normalization,Database Management Systems,6.4,73.2,1,Easy,2,1,1,30.6,3,19.9,35.5,32.1,Weak
U1048,6,Graphs,Data Structures & Algorithms,24.4,55.1,4,Medium,4,0,2,53.4,3,35.6,65.9,48.5,Weak
U1278,27,Polymorphism,Object Oriented Programming,45.3,79.6,4,Hard,1,1,4,38.5,7,58.5,62.8,58.0,Weak
U1171,10,ER Model,Database Management Systems,25.6,67.8,3,Medium,0,0,3,51.3,3,25.8,57.8,15.0,Weak
U1084,24,Classes,Object Oriented Programming,30.0,44.0,3,Easy,1,1,1,6.0,3,23.6,41.4,21.8,Weak
U1283,27,Polymorphism,Object Oriented Programming,2.0,67.9,6,Medium,0,0,4,25.0,9,4.3,0.1,3.6,Weak
U1286,22,DNS,Computer Networks,36.8,69.8,4,Hard,3,3,1,36.6,6,37.6,38.0,38.9,Weak
U1587,8,Searching,Data Structures & Algorithms,5.6,55.0,6,Easy,1,1,1,30.3,3,17.3,32.6,28.9,Weak
U1574,3,Stacks,Data Structures & Algorithms,91.4,38.2,1,Medium,2,1,0,38.5,5,88.7,93.9,90.9,Strong
U1260,6,Graphs,Data Structures & Algorithms,12.2,50.0,3,Medium,0,2,3,46.5,1,24.8,50.7,24.0,Weak
U1385,7,Sorting,Data Structures & Algorithms,42.2,56.4,1,Hard,0,0,0,22.3,1,57.6,68.6,64.2,Moderate
U1581,5,Trees,Data Structures & Algorithms,71.1,47.3,1,Easy,0,2,0,27.1,4,76.7,76.1,83.6,Strong
U1007,24,Classes,Object Oriented Programming,49.6,36.2,1,Easy,0,0,1,59.3,2,50.9,75.7,65.0,Moderate
U1464,26,Inheritance,Object Oriented Programming,47.0,57.5,2,Easy,4,4,1,35.7,7,65.6,65.5,69.9,Moderate
U1257,27,Polymorphism,Object Oriented Programming,57.7,55.4,4,Easy,1,2,1,46.1,6,53.0,38.1,53.6,Moderate
U1436,8,Searching,Data Structures & Algorithms,4.5,66.5,5,Medium,3,2,3,30.6,10,5.5,32.6,9.6,Weak
U1560,9,Recursion,Data Structures & Algorithms,40.0,44.3,1,Easy,1,2,1,25.6,0,41.3,60.5,25.7,Moderate
U1592,4,Queues,Data Structures & Algorithms,58.9,45.7,1,Medium,2,0,0,20.2,4,66.6,73.3,58.9,Moderate
U1243,20,OSI Model,Computer Networks,54.0,51.0,4,Hard,1,0,6,52.6,12,60.1,64.4,62.4,Moderate
U1173,2,Linked Lists,Data Structures & Algorithms,30.3,57.7,3,Medium,2,2,1,32.5,6,24.4,54.5,18.1,Weak
U1515,16,Threads,Operating Systems,19.6,64.5,2,Hard,3,3,1,34.8,5,30.1,56.5,19.8,Weak
U1520,4,Queues,Data Structures & Algorithms,35.5,62.1,6,Medium,2,0,3,43.4,7,36.0,50.3,31.9,Weak
U1592,20,OSI Model,Computer Networks,79.0,42.1,1,Easy,1,1,0,29.8,3,64.7,77.1,58.0,Strong
U1337,18,Deadlocks,Operating Systems,47.0,50.6,4,Medium,0,3,1,56.2,8,65.3,71.7,66.9,Moderate
U1323,2,Linked Lists,Data Structures & Algorithms,9.9,79.2,3,Easy,1,1,4,49.8,3,5.1,32.6,2.0,Weak
U1299,17,Scheduling,Operating Systems,16.2,64.4,4,Easy,6,0,0,43.7,5,8.5,19.6,2.0,Weak
U1314,12,Normalization,Database Management Systems,68.4,30.7,1,Easy,2,2,1,29.4,4,60.1,52.2,68.4,Strong
U1234,6,Graphs,Data Structures & Algorithms,59.5,38.8,2,Easy,3,0,0,36.6,0,58.6,74.8,66.2,Moderate
U1481,15,Processes,Operating Systems,52.5,56.7,1,Medium,1,1,1,71.8,5,58.1,78.5,59.4,Moderate
U1077,13,Transactions,Database Management Systems,13.8,83.1,1,Medium,0,0,1,48.3,3,10.0,12.3,14.1,Weak
U1367,10,ER Model,Database Management Systems,57.2,40.9,5,Medium,0,0,0,15.9,3,55.4,67.6,66.4,Moderate
U1097,23,Routing,Computer Networks,50.2,63.0,3,Easy,0,2,0,35.0,5,51.2,41.9,52.4,Weak
U1276,27,Polymorphism,Object Oriented Programming,72.8,54.9,2,Easy,4,1,1,57.6,7,75.2,66.6,68.6,Strong
U1058,4,Queues,Data Structures & Algorithms,2.0,57.7,2,Medium,2,0,0,19.8,6,16.1,45.1,17.0,Weak
U1151,25,Objects,Object Oriented Programming,2.0,81.2,6,Hard,1,0,5,69.2,5,7.4,27.0,2.0,Weak
U1359,25,Objects,Object Oriented Programming,59.3,47.4,2,Easy,3,1,0,34.9,8,56.7,60.2,59.3,Moderate
U1192,4,Queues,Data Structures & Algorithms,83.1,38.5,1,Medium,2,1,1,23.2,4,77.3,82.8,80.4,Strong
U1089,21,TCP/IP,Computer Networks,43.3,38.7,1,Easy,2,0,2,34.3,7,48.2,67.1,51.3,Moderate
U1010,10,ER Model,Database Management Systems,16.3,63.4,3,Hard,4,1,3,68.6,8,22.2,36.3,21.1,Weak
U1269,14,DBMS Indexes,Database Management Systems,19.6,65.2,3,Easy,0,3,3,59.2,10,18.2,48.5,2.0,Weak
U1283,9,Recursion,Data Structures & Algorithms,2.0,84.2,4,Easy,2,1,2,14.6,8,3.6,32.3,2.0,Weak
U1321,27,Polymorphism,Object Oriented Programming,65.2,66.4,3,Medium,0,1,1,34.0,1,63.0,56.4,36.1,Moderate
U1246,13,Transactions,Database Management Systems,69.9,42.5,2,Easy,3,0,1,49.5,3,79.1,60.8,80.0,Strong
U1102,12,Normalization,Database Management Systems,44.9,68.1,5,Easy,4,4,1,10.0,7,41.6,30.0,46.6,Weak
U1287,18,Deadlocks,Operating Systems,72.4,59.1,1,Hard,2,1,0,63.3,9,72.2,74.0,76.9,Strong
U1139,8,Searching,Data Structures & Algorithms,76.7,42.6,2,Medium,4,0,0,2.0,5,73.5,75.0,62.9,Strong
U1085,21,TCP/IP,Computer Networks,36.9,64.2,4,Easy,5,2,4,26.6,9,35.0,41.8,20.9,Weak
U1276,5,Trees,Data Structures & Algorithms,71.4,35.5,2,Medium,2,2,0,38.7,4,72.7,78.0,56.1,Strong
U1039,21,TCP/IP,Computer Networks,49.7,58.7,2,Medium,1,1,0,45.1,4,61.6,55.5,69.1,Moderate
U1076,5,Trees,Data Structures & Algorithms,81.7,71.7,1,Hard,2,1,0,51.4,7,78.9,83.9,79.1,Strong
U1156,17,Scheduling,Operating Systems,51.3,40.7,4,Medium,1,2,2,41.7,4,68.4,77.4,83.0,Moderate
U1172,2,Linked Lists,Data Structures & Algorithms,30.1,52.6,3,Medium,0,3,3,32.1,12,46.3,66.8,30.1,Weak
U1482,10,ER Model,Database Management Systems,54.8,50.8,1,Medium,0,0,0,25.2,1,63.0,69.0,53.1,Moderate
U1217,27,Polymorphism,Object Oriented Programming,47.2,71.1,3,Medium,0,0,1,2.0,5,47.7,44.2,42.2,Weak
U1547,11,SQL,Database Management Systems,11.2,73.0,2,Hard,0,2,1,26.3,1,15.4,26.4,2.0,Weak
U1524,15,Processes,Operating Systems,96.2,20.0,1,Easy,0,2,0,51.7,11,93.3,94.5,74.8,Strong
U1584,14,DBMS Indexes,Database Management Systems,33.1,51.3,2,Medium,2,1,3,42.3,6,40.8,62.2,33.1,Weak
U1139,3,Stacks,Data Structures & Algorithms,63.7,45.2,1,Medium,6,0,0,36.0,5,76.7,88.3,63.7,Strong
U1319,12,Normalization,Database Management Systems,51.6,49.8,2,Medium,1,0,1,44.5,2,44.8,59.1,31.4,Moderate
U1359,12,Normalization,Database Management Systems,58.9,57.2,1,Easy,1,3,2,32.8,5,50.6,57.0,24.2,Moderate
U1274,17,Scheduling,Operating Systems,38.7,57.5,4,Medium,1,1,1,38.1,6,36.3,70.4,38.0,Weak
U1432,14,DBMS Indexes,Database Management Systems,36.3,62.9,3,Medium,2,2,1,26.9,4,41.6,59.8,39.4,Weak
U1525,27,Polymorphism,Object Oriented Programming,16.5,80.3,3,Medium,0,0,0,25.3,6,27.0,23.6,31.4,Weak
U1196,8,Searching,Data Structures & Algorithms,82.3,50.0,3,Easy,4,1,0,34.0,2,83.6,71.0,86.7,Strong
U1220,2,Linked Lists,Data Structures & Algorithms,56.6,54.3,4,Easy,5,3,2,48.4,7,46.6,67.3,47.4,Moderate
U1399,21,TCP/IP,Computer Networks,79.3,60.7,1,Easy,1,0,0,48.4,2,72.6,60.1,79.3,Strong
U1468,4,Queues,Data Structures & Algorithms,13.7,76.4,3,Medium,0,2,1,57.9,5,14.1,34.3,29.2,Weak
U1228,13,Transactions,Database Management Systems,57.8,72.8,1,Hard,4,3,1,68.8,5,67.6,56.5,57.8,Moderate
U1564,14,DBMS Indexes,Database Management Systems,81.7,40.1,1,Medium,1,1,0,45.7,1,73.5,68.4,77.3,Strong
U1256,24,Classes,Object Oriented Programming,53.7,50.9,2,Hard,4,1,2,51.2,4,60.4,71.1,66.9,Moderate
U1328,1,Arrays,Data Structures & Algorithms,30.2,60.5,3,Hard,3,0,1,33.3,8,35.6,64.0,23.6,Weak
U1598,5,Trees,Data Structures & Algorithms,9.0,58.2,8,Medium,0,0,0,34.7,3,20.3,39.7,16.2,Weak
U1356,23,Routing,Computer Networks,2.0,72.0,2,Easy,1,2,4,59.1,6,8.2,16.0,6.5,Weak
U1577,5,Trees,Data Structures & Algorithms,58.3,43.2,1,Easy,0,0,2,27.9,3,53.5,54.7,35.8,Moderate
U1060,27,Polymorphism,Object Oriented Programming,51.2,61.7,1,Easy,1,0,3,40.9,7,56.3,40.9,53.3,Moderate
U1070,21,TCP/IP,Computer Networks,30.3,75.3,2,Medium,0,0,0,38.7,2,43.8,44.5,59.0,Weak
U1152,2,Linked Lists,Data Structures & Algorithms,18.9,76.7,5,Hard,1,0,2,12.1,3,21.1,55.5,7.2,Weak
U1082,21,TCP/IP,Computer Networks,36.5,53.7,2,Easy,2,0,1,45.4,5,42.9,47.0,60.9,Weak
U1303,21,TCP/IP,Computer Networks,2.0,70.2,6,Medium,2,1,1,25.9,5,8.5,22.7,4.0,Weak
U1090,9,Recursion,Data Structures & Algorithms,2.0,70.3,1,Easy,1,0,1,50.9,2,4.6,28.8,2.0,Weak
U1216,10,ER Model,Database Management Systems,42.1,67.3,2,Medium,3,0,2,60.6,2,20.2,52.7,4.9,Weak
U1562,13,Transactions,Database Management Systems,27.2,77.7,6,Hard,2,1,4,49.9,4,40.6,31.8,60.4,Weak
U1592,27,Polymorphism,Object Oriented Programming,60.6,58.2,1,Easy,0,2,0,38.2,5,63.5,54.1,79.0,Moderate
U1356,21,TCP/IP,Computer Networks,9.8,68.4,1,Medium,1,1,5,43.6,11,8.0,24.5,5.0,Weak
U1057,1,Arrays,Data Structures & Algorithms,36.0,59.3,5,Easy,1,2,1,34.7,7,27.4,44.4,25.7,Weak
U1583,19,Memory Management,Operating Systems,64.4,65.5,1,Easy,4,0,0,47.1,2,45.9,59.7,58.5,Moderate
U1388,23,Routing,Computer Networks,55.7,77.1,2,Hard,3,1,0,33.2,3,66.6,53.2,55.7,Moderate
U1204,6,Graphs,Data Structures & Algorithms,14.3,55.5,3,Medium,3,1,0,36.8,3,31.5,60.8,14.3,Weak
U1316,4,Queues,Data Structures & Algorithms,28.6,60.0,3,Hard,1,3,3,28.6,6,42.5,69.7,44.3,Weak
U1366,24,Classes,Object Oriented Programming,64.0,42.7,1,Easy,3,2,1,37.3,7,71.0,78.8,65.1,Strong
U1092,8,Searching,Data Structures & Algorithms,58.0,58.8,3,Medium,2,0,0,35.6,10,60.2,59.0,71.2,Moderate
U1087,27,Polymorphism,Object Oriented Programming,39.6,67.2,2,Medium,3,4,0,62.7,6,57.9,44.5,39.6,Weak
U1093,18,Deadlocks,Operating Systems,77.1,39.4,1,Easy,2,0,2,25.9,5,62.7,73.4,48.0,Strong
U1172,25,Objects,Object Oriented Programming,59.7,59.2,2,Medium,3,1,0,50.6,8,44.7,56.5,30.0,Moderate
U1402,24,Classes,Object Oriented Programming,44.6,57.5,2,Easy,1,1,2,46.7,11,43.4,60.0,43.6,Moderate
U1066,19,Memory Management,Operating Systems,14.4,59.5,2,Medium,3,1,3,53.2,4,17.0,41.4,4.9,Weak
U1221,2,Linked Lists,Data Structures & Algorithms,33.0,64.2,4,Medium,2,1,2,11.5,3,33.9,62.2,33.0,Weak
U1342,2,Linked Lists,Data Structures & Algorithms,2.0,80.1,4,Hard,3,0,1,45.3,2,5.3,33.0,2.0,Weak
U1529,3,Stacks,Data Structures & Algorithms,30.9,54.4,4,Hard,2,2,1,30.4,7,60.2,80.8,60.9,Weak
U1325,14,DBMS Indexes,Database Management Systems,99.0,14.8,1,Easy,3,1,0,60.1,5,91.7,85.7,79.2,Strong
U1204,7,Sorting,Data Structures & Algorithms,42.6,74.6,1,Medium,1,0,0,26.3,3,33.7,45.4,33.3,Weak
U1424,18,Deadlocks,Operating Systems,26.6,59.3,4,Easy,1,0,1,52.2,8,28.1,41.3,39.3,Weak
U1531,14,DBMS Indexes,Database Management Systems,74.7,29.4,1,Easy,1,0,0,22.5,2,68.1,74.9,66.4,Strong
U1489,18,Deadlocks,Operating Systems,43.4,58.3,3,Hard,3,2,0,36.6,2,53.7,64.9,73.2,Moderate
U1395,7,Sorting,Data Structures & Algorithms,50.7,54.0,2,Hard,3,2,2,13.4,4,54.8,68.6,48.0,Moderate
U1365,16,Threads,Operating Systems,3.3,68.4,5,Medium,0,2,2,43.0,3,12.6,34.0,3.3,Weak
U1118,26,Inheritance,Object Oriented Programming,43.6,73.4,2,Hard,3,3,3,52.6,3,55.6,60.3,43.5,Weak
U1169,16,Threads,Operating Systems,48.7,54.5,1,Easy,2,4,1,48.8,8,38.4,57.8,30.8,Moderate
U1165,17,Scheduling,Operating Systems,59.5,36.8,2,Easy,1,2,3,36.7,4,60.8,73.7,50.7,Strong
U1434,19,Memory Management,Operating Systems,47.9,60.4,1,Medium,3,0,0,42.5,3,58.1,70.1,60.1,Moderate
U1508,22,DNS,Computer Networks,69.4,60.7,1,Easy,3,0,0,33.7,7,63.4,50.7,60.5,Moderate
U1073,18,Deadlocks,Operating Systems,73.3,53.7,1,Medium,1,1,0,13.0,1,67.7,60.8,54.3,Strong
U1407,7,Sorting,Data Structures & Algorithms,13.6,62.8,2,Easy,3,2,2,25.4,4,16.0,40.0,2.0,Weak
U1007,18,Deadlocks,Operating Systems,50.2,51.6,1,Easy,4,1,2,27.9,4,59.8,59.1,50.2,Moderate
U1577,19,Memory Management,Operating Systems,56.7,68.4,1,Medium,0,0,1,36.1,5,52.6,69.9,58.4,Moderate
U1526,2,Linked Lists,Data Structures & Algorithms,57.2,48.7,4,Easy,1,1,1,21.3,3,42.3,62.4,25.7,Moderate
U1118,13,Transactions,Database Management Systems,47.7,56.4,3,Easy,1,1,1,30.0,6,55.4,54.7,65.9,Moderate
U1492,13,Transactions,Database Management Systems,2.0,80.0,3,Easy,2,1,2,33.0,4,2.4,13.1,2.0,Weak
U1148,4,Queues,Data Structures & Algorithms,2.0,74.6,4,Hard,1,1,3,36.2,7,2.0,28.8,2.0,Weak
U1099,23,Routing,Computer Networks,2.0,90.8,3,Medium,1,3,3,44.2,2,6.3,9.8,2.0,Weak
U1020,5,Trees,Data Structures & Algorithms,38.6,52.3,3,Medium,1,1,0,32.6,3,37.0,52.3,37.7,Weak
U1329,27,Polymorphism,Object Oriented Programming,21.8,56.8,3,Medium,3,0,2,8.7,2,36.5,32.8,35.6,Weak
U1510,18,Deadlocks,Operating Systems,24.3,69.2,5,Hard,2,0,3,50.2,7,37.0,48.3,38.3,Weak
U1234,14,DBMS Indexes,Database Management Systems,44.1,48.3,3,Medium,3,2,2,42.1,5,55.5,64.8,44.1,Moderate
U1233,9,Recursion,Data Structures & Algorithms,87.9,43.0,1,Easy,0,3,0,46.7,6,62.1,68.3,50.0,Strong
U1346,15,Processes,Operating Systems,25.4,58.8,1,Easy,4,1,0,23.1,1,21.9,42.8,3.1,Weak
U1355,7,Sorting,Data Structures & Algorithms,32.4,60.8,4,Medium,2,2,0,33.9,6,24.8,48.9,23.7,Weak
U1509,4,Queues,Data Structures & Algorithms,82.8,40.2,1,Easy,0,2,0,48.3,3,80.5,88.5,73.4,Strong
U1596,22,DNS,Computer Networks,35.3,84.9,3,Medium,2,1,4,69.8,6,33.7,28.0,25.8,Weak
U1357,25,Objects,Object Oriented Programming,27.7,53.5,5,Easy,6,2,4,28.4,2,32.6,55.0,36.1,Weak
U1496,27,Polymorphism,Object Oriented Programming,69.8,65.2,1,Easy,1,2,0,56.7,9,68.2,43.4,60.4,Moderate
U1591,10,ER Model,Database Management Systems,48.6,51.5,4,Easy,1,1,0,44.9,6,50.0,63.0,48.2,Moderate
U1193,19,Memory Management,Operating Systems,39.7,49.7,2,Hard,0,0,0,31.0,1,55.0,75.1,56.0,Moderate
U1384,7,Sorting,Data Structures & Algorithms,64.8,34.2,3,Easy,5,0,2,61.6,10,63.8,73.6,55.0,Strong
U1196,9,Recursion,Data Structures & Algorithms,80.1,28.2,1,Easy,1,4,0,32.0,2,80.0,83.3,71.4,Strong
U1166,13,Transactions,Database Management Systems,35.1,65.8,2,Hard,5,1,2,26.5,3,56.4,62.8,51.4,Weak
U1197,10,ER Model,Database Management Systems,70.1,41.2,3,Medium,2,1,0,41.4,4,67.1,78.3,62.4,Strong
U1384,14,DBMS Indexes,Database Management Systems,61.8,36.3,2,Medium,2,1,0,40.4,8,68.3,79.7,47.1,Strong
U1252,17,Scheduling,Operating Systems,76.4,33.3,1,Medium,0,1,0,47.5,10,82.1,83.0,67.4,Strong
U1206,5,Trees,Data Structures & Algorithms,3.1,61.1,3,Easy,7,1,5,63.4,8,4.8,31.5,2.0,Weak
U1319,24,Classes,Object Oriented Programming,31.4,55.3,1,Hard,0,1,0,20.3,3,41.9,79.3,44.2,Weak
U1540,1,Arrays,Data Structures & Algorithms,73.0,40.1,1,Medium,1,1,0,32.8,8,77.6,78.2,78.1,Strong
U1516,7,Sorting,Data Structures & Algorithms,47.3,42.9,2,Medium,4,3,1,46.7,4,55.0,62.2,52.7,Moderate
U1315,6,Graphs,Data Structures & Algorithms,43.5,48.1,4,Medium,3,1,4,31.9,12,57.5,81.8,43.3,Moderate
U1378,8,Searching,Data Structures & Algorithms,64.2,53.8,4,Medium,3,1,1,69.8,8,73.6,75.0,68.2,Moderate
U1178,26,Inheritance,Object Oriented Programming,80.5,37.8,3,Easy,3,0,2,29.1,6,68.1,64.2,42.9,Strong
U1048,21,TCP/IP,Computer Networks,40.2,64.7,1,Medium,1,2,2,40.3,5,35.4,36.1,22.7,Weak
U1310,25,Objects,Object Oriented Programming,47.1,52.8,1,Easy,0,1,2,23.0,5,48.3,64.9,54.0,Moderate
U1236,5,Trees,Data Structures & Algorithms,16.8,68.0,7,Medium,1,1,2,60.4,5,24.2,41.4,36.1,Weak
U1560,8,Searching,Data Structures & Algorithms,30.1,80.9,5,Hard,0,1,0,56.8,2,37.3,43.2,34.3,Weak
U1548,17,Scheduling,Operating Systems,13.5,70.0,7,Hard,0,0,3,33.3,5,19.5,52.8,16.7,Weak
U1235,13,Transactions,Database Management Systems,59.3,35.9,5,Easy,2,4,3,51.7,7,77.4,68.1,98.1,Moderate
U1164,3,Stacks,Data Structures & Algorithms,18.9,70.7,2,Medium,1,1,3,16.4,2,26.6,55.2,44.0,Weak
U1422,20,OSI Model,Computer Networks,2.0,77.2,5,Hard,1,0,1,16.3,2,9.4,39.3,2.0,Weak
U1485,20,OSI Model,Computer Networks,70.8,46.3,1,Medium,0,1,0,19.5,4,55.8,81.7,56.2,Strong
U1415,14,DBMS Indexes,Database Management Systems,26.9,46.0,4,Easy,3,0,0,25.2,1,39.0,53.6,26.9,Weak
U1268,18,Deadlocks,Operating Systems,65.2,57.0,2,Hard,0,0,2,22.6,0,71.9,76.9,80.7,Strong
U1189,14,DBMS Indexes,Database Management Systems,20.4,67.8,5,Medium,2,0,5,48.9,5,24.9,49.1,32.4,Weak
U1256,20,OSI Model,Computer Networks,66.9,39.5,3,Medium,2,0,2,46.9,9,63.3,63.5,48.1,Moderate
U1107,18,Deadlocks,Operating Systems,64.4,52.4,3,Hard,1,0,0,7.8,2,73.4,76.1,75.3,Moderate
U1554,27,Polymorphism,Object Oriented Programming,83.0,34.7,3,Easy,3,2,2,41.9,7,89.9,69.3,99.0,Strong
U1019,11,SQL,Database Management Systems,15.9,53.9,6,Easy,2,1,3,31.1,7,24.5,37.9,17.9,Weak
U1107,13,Transactions,Database Management Systems,44.3,77.8,1,Hard,1,0,0,49.9,4,67.5,65.6,86.9,Weak
U1043,18,Deadlocks,Operating Systems,58.8,45.4,3,Easy,2,1,0,20.9,5,63.1,70.4,83.5,Moderate
U1514,3,Stacks,Data Structures & Algorithms,31.1,81.3,3,Easy,3,3,1,42.8,4,23.7,43.7,22.9,Weak
U1098,10,ER Model,Database Management Systems,2.0,64.9,5,Medium,0,2,4,34.1,3,4.6,29.5,2.0,Weak
U1499,26,Inheritance,Object Oriented Programming,84.0,61.4,2,Hard,0,0,0,37.2,7,90.4,67.8,90.5,Strong
U1571,18,Deadlocks,Operating Systems,68.3,32.1,3,Easy,0,1,0,52.3,2,68.1,71.2,48.5,Strong
U1480,23,Routing,Computer Networks,57.3,58.7,4,Easy,3,2,0,23.9,5,48.3,43.3,41.7,Moderate
U1522,3,Stacks,Data Structures & Algorithms,21.2,56.0,5,Medium,2,3,4,32.6,10,27.4,60.8,25.0,Weak
U1446,25,Objects,Object Oriented Programming,52.3,48.0,2,Medium,5,2,0,19.8,9,52.1,69.6,37.7,Moderate
U1055,13,Transactions,Database Management Systems,60.9,48.2,5,Medium,1,0,1,15.8,5,77.0,66.6,90.8,Moderate
U1337,1,Arrays,Data Structures & Algorithms,77.0,48.8,4,Easy,1,0,0,24.8,6,75.7,74.0,74.8,Strong
U1139,10,ER Model,Database Management Systems,62.9,44.7,3,Hard,0,1,0,41.5,4,72.1,89.0,82.9,Strong
U1124,24,Classes,Object Oriented Programming,2.0,75.1,2,Hard,1,2,0,31.8,4,16.3,35.6,2.0,Weak
U1411,24,Classes,Object Oriented Programming,78.3,37.8,1,Medium,1,0,0,28.2,6,79.6,80.0,64.4,Strong
U1395,15,Processes,Operating Systems,54.3,44.0,3,Hard,2,3,3,24.3,2,52.9,68.5,53.2,Moderate
U1462,20,OSI Model,Computer Networks,75.7,53.6,4,Hard,5,1,2,39.1,6,74.9,80.5,67.3,Strong
U1330,24,Classes,Object Oriented Programming,42.9,52.3,6,Easy,5,1,4,27.2,5,39.2,60.1,30.9,Weak
U1040,3,Stacks,Data Structures & Algorithms,11.6,81.3,5,Hard,2,1,2,41.1,7,10.6,43.7,20.6,Weak
U1504,23,Routing,Computer Networks,36.4,61.7,3,Easy,0,0,1,56.6,2,37.0,37.4,30.6,Weak
U1376,18,Deadlocks,Operating Systems,77.9,40.3,2,Easy,2,2,0,54.7,10,80.1,74.8,77.9,Strong
U1093,23,Routing,Computer Networks,65.2,57.5,1,Medium,2,2,3,44.0,5,68.5,67.4,60.5,Moderate
U1164,4,Queues,Data Structures & Algorithms,15.7,73.9,6,Hard,0,0,3,26.7,6,23.8,41.4,28.2,Weak
U1273,9,Recursion,Data Structures & Algorithms,70.3,56.6,3,Medium,3,3,0,45.6,11,64.8,74.4,44.1,Moderate
U1462,26,Inheritance,Object Oriented Programming,81.5,52.0,2,Easy,2,3,0,29.9,8,72.9,68.1,60.4,Strong
U1451,13,Transactions,Database Management Systems,2.0,79.3,1,Hard,3,3,6,46.3,9,26.0,37.3,26.3,Weak
U1133,5,Trees,Data Structures & Algorithms,33.2,68.2,1,Easy,2,0,1,60.5,7,25.9,40.0,30.0,Weak
U1281,16,Threads,Operating Systems,32.7,60.2,5,Medium,2,2,4,48.0,12,39.7,54.1,34.8,Weak
U1566,26,Inheritance,Object Oriented Programming,23.3,73.2,1,Hard,5,3,3,38.6,4,38.9,42.5,30.2,Weak
U1391,26,Inheritance,Object Oriented Programming,3.7,65.8,4,Easy,1,2,2,12.6,2,9.8,13.7,3.7,Weak
U1041,18,Deadlocks,Operating Systems,19.9,67.1,1,Hard,0,1,0,36.2,1,36.0,43.2,19.9,Weak
U1518,16,Threads,Operating Systems,66.0,29.0,3,Easy,1,4,1,31.0,5,76.7,82.9,83.2,Strong
U1559,3,Stacks,Data Structures & Algorithms,78.5,26.1,1,Easy,1,1,1,37.5,4,70.1,79.6,70.8,Strong
U1127,5,Trees,Data Structures & Algorithms,82.9,47.5,3,Easy,2,2,1,25.6,6,87.5,74.1,98.5,Strong
U1442,12,Normalization,Database Management Systems,51.3,57.8,2,Medium,0,0,4,32.8,3,46.4,51.2,51.3,Moderate
U1228,18,Deadlocks,Operating Systems,46.9,48.5,1,Easy,6,1,2,50.4,5,58.3,71.5,59.5,Moderate
U1384,10,ER Model,Database Management Systems,76.5,45.7,2,Medium,1,3,1,48.0,12,67.6,84.9,64.8,Strong
U1112,19,Memory Management,Operating Systems,76.3,50.1,2,Medium,1,3,1,33.5,7,68.2,89.6,40.5,Strong
U1365,20,OSI Model,Computer Networks,10.1,66.2,4,Medium,2,2,3,31.2,9,11.8,39.4,3.3,Weak
U1189,25,Objects,Object Oriented Programming,42.6,55.5,3,Easy,1,2,0,39.9,3,28.6,52.8,2.0,Weak
U1500,1,Arrays,Data Structures & Algorithms,17.0,71.6,3,Hard,1,0,0,35.6,1,27.6,46.6,29.0,Weak
U1507,6,Graphs,Data Structures & Algorithms,49.6,63.0,2,Hard,0,0,3,18.9,6,57.8,69.2,73.9,Moderate
U1139,16,Threads,Operating Systems,86.2,32.1,1,Medium,2,1,1,33.7,6,80.9,74.4,83.4,Strong
U1002,6,Graphs,Data Structures & Algorithms,78.8,34.3,2,Medium,3,1,0,30.8,10,72.0,79.5,80.2,Strong
